Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
SLOVAKIA,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Non-Life,R0340,171.306104,20260416,10
SLOVAKIA,2022 Q4,Net,Non-Life,R0400,422.992849,20260416,10
SLOVAKIA,2022 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,10
SLOVAKIA,2022 Q4,Gross - Direct Business,Non-Life,R0410,0.568207,20260416,10
SLOVAKIA,2022 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.041126,20260416,10
SLOVAKIA,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Non-Life,R0440,0.775578,20260416,10
SLOVAKIA,2022 Q4,Net,Non-Life,R0500,-0.248497,20260416,10
SLOVAKIA,2022 Q4,Expenses incurred,Non-Life,R0550,361.74411,20260416,10
SLOVAKIA,2022 Q4,Other expenses,Non-Life,R1200,-1.473809,20260416,10
SLOVAKIA,2022 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20260416,10
SLOVAKIA,2022 Q4,Total technical expenses,Non-Life,R1300,360.2703,20260416,10
SLOVAKIA,2022 Q4,Premiums written,Life,R1401,,20260416,10
SLOVAKIA,2022 Q4,Gross,Life,R1410,795.69226,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Life,R1420,52.345278,20260416,10
SLOVAKIA,2022 Q4,Net,Life,R1500,743.346982,20260416,10
SLOVAKIA,2022 Q4,Premiums earned,Life,R1501,,20260416,10
SLOVAKIA,2022 Q4,Gross,Life,R1510,796.342887,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Life,R1520,52.271048,20260416,10
SLOVAKIA,2022 Q4,Net,Life,R1600,744.071839,20260416,10
SLOVAKIA,2022 Q4,Claims incurred,Life,R1601,,20260416,10
SLOVAKIA,2022 Q4,Gross,Life,R1610,583.859599,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Life,R1620,3.788559,20260416,10
SLOVAKIA,2022 Q4,Net,Life,R1700,580.071041,20260416,10
SLOVAKIA,2022 Q4,Changes in other technical provisions,Life,R1701,,20260416,10
SLOVAKIA,2022 Q4,Gross,Life,R1710,181.52072,20260416,10
SLOVAKIA,2022 Q4,Reinsurers' share,Life,R1720,-16.9632,20260416,10
SLOVAKIA,2022 Q4,Net,Life,R1800,198.483919,20260416,10
SLOVAKIA,2022 Q4,Expenses incurred,Life,R1900,243.010468,20260416,10
SLOVAKIA,2022 Q4,Other expenses,Life,R2500,-61.887181,20260416,10
SLOVAKIA,2022 Q4,Balance - other technical expenses/income,Life,R2510,,20260416,10
SLOVAKIA,2022 Q4,Total technical expenses,Life,R2600,181.123287,20260416,10
SLOVAKIA,2022 Q4,Net Combined Ratio,Non-Life,Z0001,0.86,20260416,10
SLOVAKIA,2022 Q4,Net Expense Ratio,Non-Life,Z0002,0.4,20260416,10
SLOVAKIA,2023 Q1,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2023 Q1,Gross - Direct Business,Non-Life,R0110,314.0502,20260416,9
SLOVAKIA,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,19.016057,20260416,9
SLOVAKIA,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Non-Life,R0140,67.706095,20260416,9
SLOVAKIA,2023 Q1,Net,Non-Life,R0200,265.360163,20260416,9
SLOVAKIA,2023 Q1,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2023 Q1,Gross - Direct Business,Non-Life,R0210,265.258101,20260416,9
SLOVAKIA,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,16.112529,20260416,9
SLOVAKIA,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Non-Life,R0240,47.357272,20260416,9
SLOVAKIA,2023 Q1,Net,Non-Life,R0300,234.013358,20260416,9
SLOVAKIA,2023 Q1,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2023 Q1,Gross - Direct Business,Non-Life,R0310,107.717884,20260416,9
SLOVAKIA,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,10.23344,20260416,9
SLOVAKIA,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Non-Life,R0340,2.35178,20260416,9
SLOVAKIA,2023 Q1,Net,Non-Life,R0400,115.599543,20260416,9
SLOVAKIA,2023 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2023 Q1,Gross - Direct Business,Non-Life,R0410,0.0,20260416,9
SLOVAKIA,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,9
SLOVAKIA,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Non-Life,R0440,0.0,20260416,9
SLOVAKIA,2023 Q1,Net,Non-Life,R0500,0.0,20260416,9
SLOVAKIA,2023 Q1,Expenses incurred,Non-Life,R0550,89.524865,20260416,9
SLOVAKIA,2023 Q1,Other expenses,Non-Life,R1200,-1.832543,20260416,9
SLOVAKIA,2023 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20260416,9
SLOVAKIA,2023 Q1,Total technical expenses,Non-Life,R1300,87.692323,20260416,9
SLOVAKIA,2023 Q1,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2023 Q1,Gross,Life,R1410,180.631125,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Life,R1420,3.657197,20260416,9
SLOVAKIA,2023 Q1,Net,Life,R1500,176.973927,20260416,9
SLOVAKIA,2023 Q1,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2023 Q1,Gross,Life,R1510,180.891416,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Life,R1520,3.467314,20260416,9
SLOVAKIA,2023 Q1,Net,Life,R1600,177.424102,20260416,9
SLOVAKIA,2023 Q1,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2023 Q1,Gross,Life,R1610,99.83623,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Life,R1620,0.957054,20260416,9
SLOVAKIA,2023 Q1,Net,Life,R1700,98.879176,20260416,9
SLOVAKIA,2023 Q1,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2023 Q1,Gross,Life,R1710,0.0,20260416,9
SLOVAKIA,2023 Q1,Reinsurers' share,Life,R1720,0.0,20260416,9
SLOVAKIA,2023 Q1,Net,Life,R1800,0.0,20260416,9
SLOVAKIA,2023 Q1,Expenses incurred,Life,R1900,39.463752,20260416,9
SLOVAKIA,2023 Q1,Other expenses,Life,R2500,22.547114,20260416,9
SLOVAKIA,2023 Q1,Balance - other technical expenses/income,Life,R2510,,20260416,9
SLOVAKIA,2023 Q1,Total technical expenses,Life,R2600,62.010866,20260416,9
SLOVAKIA,2023 Q1,Net Combined Ratio,Non-Life,Z0001,0.88,20260416,9
SLOVAKIA,2023 Q1,Net Expense Ratio,Non-Life,Z0002,0.38,20260416,9
SLOVAKIA,2023 Q2,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2023 Q2,Gross - Direct Business,Non-Life,R0110,589.329305,20260416,9
SLOVAKIA,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,27.790759,20260416,9
SLOVAKIA,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Non-Life,R0140,111.139189,20260416,9
SLOVAKIA,2023 Q2,Net,Non-Life,R0200,505.980875,20260416,9
SLOVAKIA,2023 Q2,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2023 Q2,Gross - Direct Business,Non-Life,R0210,540.745109,20260416,9
SLOVAKIA,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,25.929754,20260416,9
SLOVAKIA,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Non-Life,R0240,95.018582,20260416,9
SLOVAKIA,2023 Q2,Net,Non-Life,R0300,471.65628,20260416,9
SLOVAKIA,2023 Q2,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2023 Q2,Gross - Direct Business,Non-Life,R0310,232.926153,20260416,9
SLOVAKIA,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,14.715918,20260416,9
SLOVAKIA,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Non-Life,R0340,24.458516,20260416,9
SLOVAKIA,2023 Q2,Net,Non-Life,R0400,223.183556,20260416,9
SLOVAKIA,2023 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2023 Q2,Gross - Direct Business,Non-Life,R0410,0.0,20260416,9
SLOVAKIA,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,9
SLOVAKIA,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Non-Life,R0440,0.0,20260416,9
SLOVAKIA,2023 Q2,Net,Non-Life,R0500,0.0,20260416,9
SLOVAKIA,2023 Q2,Expenses incurred,Non-Life,R0550,184.073056,20260416,9
SLOVAKIA,2023 Q2,Other expenses,Non-Life,R1200,-5.726773,20260416,9
SLOVAKIA,2023 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20260416,9
SLOVAKIA,2023 Q2,Total technical expenses,Non-Life,R1300,178.346283,20260416,9
SLOVAKIA,2023 Q2,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2023 Q2,Gross,Life,R1410,366.422044,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Life,R1420,7.173755,20260416,9
SLOVAKIA,2023 Q2,Net,Life,R1500,359.248289,20260416,9
SLOVAKIA,2023 Q2,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2023 Q2,Gross,Life,R1510,366.963958,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Life,R1520,7.177615,20260416,9
SLOVAKIA,2023 Q2,Net,Life,R1600,359.786343,20260416,9
SLOVAKIA,2023 Q2,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2023 Q2,Gross,Life,R1610,211.396443,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Life,R1620,1.76655,20260416,9
SLOVAKIA,2023 Q2,Net,Life,R1700,209.629893,20260416,9
SLOVAKIA,2023 Q2,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2023 Q2,Gross,Life,R1710,0.0,20260416,9
SLOVAKIA,2023 Q2,Reinsurers' share,Life,R1720,0.0,20260416,9
SLOVAKIA,2023 Q2,Net,Life,R1800,0.0,20260416,9
SLOVAKIA,2023 Q2,Expenses incurred,Life,R1900,81.154605,20260416,9
SLOVAKIA,2023 Q2,Other expenses,Life,R2500,30.330946,20260416,9
SLOVAKIA,2023 Q2,Balance - other technical expenses/income,Life,R2510,,20260416,9
SLOVAKIA,2023 Q2,Total technical expenses,Life,R2600,111.485551,20260416,9
SLOVAKIA,2023 Q2,Net Combined Ratio,Non-Life,Z0001,0.86,20260416,9
SLOVAKIA,2023 Q2,Net Expense Ratio,Non-Life,Z0002,0.39,20260416,9
SLOVAKIA,2023 Q3,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2023 Q3,Gross - Direct Business,Non-Life,R0110,866.809442,20260416,9
SLOVAKIA,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,34.107348,20260416,9
SLOVAKIA,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Non-Life,R0140,161.233414,20260416,9
SLOVAKIA,2023 Q3,Net,Non-Life,R0200,739.683377,20260416,9
SLOVAKIA,2023 Q3,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2023 Q3,Gross - Direct Business,Non-Life,R0210,829.778242,20260416,9
SLOVAKIA,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,33.149409,20260416,9
SLOVAKIA,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Non-Life,R0240,148.970737,20260416,9
SLOVAKIA,2023 Q3,Net,Non-Life,R0300,713.956914,20260416,9
SLOVAKIA,2023 Q3,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2023 Q3,Gross - Direct Business,Non-Life,R0310,364.90792,20260416,9
SLOVAKIA,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,35.435354,20260416,9
SLOVAKIA,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Non-Life,R0340,62.339904,20260416,9
SLOVAKIA,2023 Q3,Net,Non-Life,R0400,338.00337,20260416,9
SLOVAKIA,2023 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2023 Q3,Gross - Direct Business,Non-Life,R0410,0.0,20260416,9
SLOVAKIA,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20260416,9
SLOVAKIA,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Non-Life,R0440,0.0,20260416,9
SLOVAKIA,2023 Q3,Net,Non-Life,R0500,0.0,20260416,9
SLOVAKIA,2023 Q3,Expenses incurred,Non-Life,R0550,281.15058,20260416,9
SLOVAKIA,2023 Q3,Other expenses,Non-Life,R1200,-5.876423,20260416,9
SLOVAKIA,2023 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,9
SLOVAKIA,2023 Q3,Total technical expenses,Non-Life,R1300,275.274156,20260416,9
SLOVAKIA,2023 Q3,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2023 Q3,Gross,Life,R1410,559.061664,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Life,R1420,11.322396,20260416,9
SLOVAKIA,2023 Q3,Net,Life,R1500,547.739269,20260416,9
SLOVAKIA,2023 Q3,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2023 Q3,Gross,Life,R1510,559.67471,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Life,R1520,11.069429,20260416,9
SLOVAKIA,2023 Q3,Net,Life,R1600,548.605282,20260416,9
SLOVAKIA,2023 Q3,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2023 Q3,Gross,Life,R1610,309.277504,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Life,R1620,2.205863,20260416,9
SLOVAKIA,2023 Q3,Net,Life,R1700,307.071643,20260416,9
SLOVAKIA,2023 Q3,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2023 Q3,Gross,Life,R1710,0.0,20260416,9
SLOVAKIA,2023 Q3,Reinsurers' share,Life,R1720,0.0,20260416,9
SLOVAKIA,2023 Q3,Net,Life,R1800,0.0,20260416,9
SLOVAKIA,2023 Q3,Expenses incurred,Life,R1900,121.83927,20260416,9
SLOVAKIA,2023 Q3,Other expenses,Life,R2500,52.18956,20260416,9
SLOVAKIA,2023 Q3,Balance - other technical expenses/income,Life,R2510,,20260416,9
SLOVAKIA,2023 Q3,Total technical expenses,Life,R2600,174.028829,20260416,9
SLOVAKIA,2023 Q3,Net Combined Ratio,Non-Life,Z0001,0.87,20260416,9
SLOVAKIA,2023 Q3,Net Expense Ratio,Non-Life,Z0002,0.39,20260416,9
SLOVAKIA,2023 Q4,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2023 Q4,Gross - Direct Business,Non-Life,R0110,1151.21765,20260416,9
SLOVAKIA,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,41.038271,20260416,9
SLOVAKIA,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Non-Life,R0140,206.81998,20260416,9
SLOVAKIA,2023 Q4,Net,Non-Life,R0200,985.435942,20260416,9
SLOVAKIA,2023 Q4,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2023 Q4,Gross - Direct Business,Non-Life,R0210,1116.206987,20260416,9
SLOVAKIA,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,41.553913,20260416,9
SLOVAKIA,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Non-Life,R0240,202.338997,20260416,9
SLOVAKIA,2023 Q4,Net,Non-Life,R0300,955.421903,20260416,9
SLOVAKIA,2023 Q4,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2023 Q4,Gross - Direct Business,Non-Life,R0310,500.388944,20260416,9
SLOVAKIA,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,32.318047,20260416,9
SLOVAKIA,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Non-Life,R0340,82.96203,20260416,9
SLOVAKIA,2023 Q4,Net,Non-Life,R0400,449.74496,20260416,9
SLOVAKIA,2023 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Non-Life,R0440,,20260416,9
SLOVAKIA,2023 Q4,Net,Non-Life,R0500,,20260416,9
SLOVAKIA,2023 Q4,Expenses incurred,Non-Life,R0550,393.054681,20260416,9
SLOVAKIA,2023 Q4,Other expenses,Non-Life,R1200,,20260416,9
SLOVAKIA,2023 Q4,Balance - other technical expenses/income,Non-Life,R1210,-14.458225,20260416,9
SLOVAKIA,2023 Q4,Total technical expenses,Non-Life,R1300,378.596457,20260416,9
SLOVAKIA,2023 Q4,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2023 Q4,Gross,Life,R1410,754.609425,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Life,R1420,15.179454,20260416,9
SLOVAKIA,2023 Q4,Net,Life,R1500,739.429971,20260416,9
SLOVAKIA,2023 Q4,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2023 Q4,Gross,Life,R1510,754.688223,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Life,R1520,15.109512,20260416,9
SLOVAKIA,2023 Q4,Net,Life,R1600,739.578711,20260416,9
SLOVAKIA,2023 Q4,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2023 Q4,Gross,Life,R1610,553.42625,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Life,R1620,3.207825,20260416,9
SLOVAKIA,2023 Q4,Net,Life,R1700,550.218425,20260416,9
SLOVAKIA,2023 Q4,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2023 Q4,Gross,Life,R1710,,20260416,9
SLOVAKIA,2023 Q4,Reinsurers' share,Life,R1720,,20260416,9
SLOVAKIA,2023 Q4,Net,Life,R1800,,20260416,9
SLOVAKIA,2023 Q4,Expenses incurred,Life,R1900,169.646434,20260416,9
SLOVAKIA,2023 Q4,Other expenses,Life,R2500,,20260416,9
SLOVAKIA,2023 Q4,Balance - other technical expenses/income,Life,R2510,-47.853068,20260416,9
SLOVAKIA,2023 Q4,Total technical expenses,Life,R2600,121.793366,20260416,9
SLOVAKIA,2023 Q4,Net Combined Ratio,Non-Life,Z0001,0.88,20260416,9
SLOVAKIA,2023 Q4,Net Expense Ratio,Non-Life,Z0002,0.41,20260416,9
SLOVAKIA,2024 Q1,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2024 Q1,Gross - Direct Business,Non-Life,R0110,344.381897,20260416,9
SLOVAKIA,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,9.574691,20260416,9
SLOVAKIA,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Non-Life,R0140,76.308843,20260416,9
SLOVAKIA,2024 Q1,Net,Non-Life,R0200,277.647745,20260416,9
SLOVAKIA,2024 Q1,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2024 Q1,Gross - Direct Business,Non-Life,R0210,289.240142,20260416,9
SLOVAKIA,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,7.4241,20260416,9
SLOVAKIA,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Non-Life,R0240,54.462141,20260416,9
SLOVAKIA,2024 Q1,Net,Non-Life,R0300,242.202102,20260416,9
SLOVAKIA,2024 Q1,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2024 Q1,Gross - Direct Business,Non-Life,R0310,143.02101,20260416,9
SLOVAKIA,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,1.570927,20260416,9
SLOVAKIA,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Non-Life,R0340,21.467905,20260416,9
SLOVAKIA,2024 Q1,Net,Non-Life,R0400,123.124033,20260416,9
SLOVAKIA,2024 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Non-Life,R0440,,20260416,9
SLOVAKIA,2024 Q1,Net,Non-Life,R0500,,20260416,9
SLOVAKIA,2024 Q1,Expenses incurred,Non-Life,R0550,97.063533,20260416,9
SLOVAKIA,2024 Q1,Other expenses,Non-Life,R1200,,20260416,9
SLOVAKIA,2024 Q1,Balance - other technical expenses/income,Non-Life,R1210,-5.633543,20260416,9
SLOVAKIA,2024 Q1,Total technical expenses,Non-Life,R1300,91.429991,20260416,9
SLOVAKIA,2024 Q1,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2024 Q1,Gross,Life,R1410,183.267138,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Life,R1420,3.863004,20260416,9
SLOVAKIA,2024 Q1,Net,Life,R1500,179.404134,20260416,9
SLOVAKIA,2024 Q1,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2024 Q1,Gross,Life,R1510,183.377404,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Life,R1520,3.748391,20260416,9
SLOVAKIA,2024 Q1,Net,Life,R1600,179.629015,20260416,9
SLOVAKIA,2024 Q1,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2024 Q1,Gross,Life,R1610,135.713159,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Life,R1620,1.712822,20260416,9
SLOVAKIA,2024 Q1,Net,Life,R1700,134.000337,20260416,9
SLOVAKIA,2024 Q1,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2024 Q1,Gross,Life,R1710,,20260416,9
SLOVAKIA,2024 Q1,Reinsurers' share,Life,R1720,,20260416,9
SLOVAKIA,2024 Q1,Net,Life,R1800,,20260416,9
SLOVAKIA,2024 Q1,Expenses incurred,Life,R1900,43.568251,20260416,9
SLOVAKIA,2024 Q1,Other expenses,Life,R2500,,20260416,9
SLOVAKIA,2024 Q1,Balance - other technical expenses/income,Life,R2510,-17.48807,20260416,9
SLOVAKIA,2024 Q1,Total technical expenses,Life,R2600,26.080181,20260416,9
SLOVAKIA,2024 Q1,Net Combined Ratio,Non-Life,Z0001,0.91,20260416,9
SLOVAKIA,2024 Q1,Net Expense Ratio,Non-Life,Z0002,0.4,20260416,9
SLOVAKIA,2024 Q2,Premiums written,Non-Life,R0101,,20260416,9
SLOVAKIA,2024 Q2,Gross - Direct Business,Non-Life,R0110,653.101291,20260416,9
SLOVAKIA,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,16.213201,20260416,9
SLOVAKIA,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Non-Life,R0140,132.159419,20260416,9
SLOVAKIA,2024 Q2,Net,Non-Life,R0200,537.155074,20260416,9
SLOVAKIA,2024 Q2,Premiums earned,Non-Life,R0201,,20260416,9
SLOVAKIA,2024 Q2,Gross - Direct Business,Non-Life,R0210,593.697316,20260416,9
SLOVAKIA,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,14.661049,20260416,9
SLOVAKIA,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Non-Life,R0240,112.157133,20260416,9
SLOVAKIA,2024 Q2,Net,Non-Life,R0300,496.201231,20260416,9
SLOVAKIA,2024 Q2,Claims incurred,Non-Life,R0301,,20260416,9
SLOVAKIA,2024 Q2,Gross - Direct Business,Non-Life,R0310,298.283486,20260416,9
SLOVAKIA,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,6.027151,20260416,9
SLOVAKIA,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Non-Life,R0340,51.138947,20260416,9
SLOVAKIA,2024 Q2,Net,Non-Life,R0400,253.171689,20260416,9
SLOVAKIA,2024 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Non-Life,R0440,,20260416,9
SLOVAKIA,2024 Q2,Net,Non-Life,R0500,,20260416,9
SLOVAKIA,2024 Q2,Expenses incurred,Non-Life,R0550,204.412374,20260416,9
SLOVAKIA,2024 Q2,Other expenses,Non-Life,R1200,,20260416,9
SLOVAKIA,2024 Q2,Balance - other technical expenses/income,Non-Life,R1210,-14.17582,20260416,9
SLOVAKIA,2024 Q2,Total technical expenses,Non-Life,R1300,190.236555,20260416,9
SLOVAKIA,2024 Q2,Premiums written,Life,R1401,,20260416,9
SLOVAKIA,2024 Q2,Gross,Life,R1410,385.680874,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Life,R1420,7.939714,20260416,9
SLOVAKIA,2024 Q2,Net,Life,R1500,377.74116,20260416,9
SLOVAKIA,2024 Q2,Premiums earned,Life,R1501,,20260416,9
SLOVAKIA,2024 Q2,Gross,Life,R1510,385.877248,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Life,R1520,7.862398,20260416,9
SLOVAKIA,2024 Q2,Net,Life,R1600,378.01485,20260416,9
SLOVAKIA,2024 Q2,Claims incurred,Life,R1601,,20260416,9
SLOVAKIA,2024 Q2,Gross,Life,R1610,262.76561,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Life,R1620,2.690183,20260416,9
SLOVAKIA,2024 Q2,Net,Life,R1700,260.075428,20260416,9
SLOVAKIA,2024 Q2,Changes in other technical provisions,Life,R1701,,20260416,9
SLOVAKIA,2024 Q2,Gross,Life,R1710,,20260416,9
SLOVAKIA,2024 Q2,Reinsurers' share,Life,R1720,,20260416,9
SLOVAKIA,2024 Q2,Net,Life,R1800,,20260416,9
SLOVAKIA,2024 Q2,Expenses incurred,Life,R1900,88.646094,20260416,9
